t x
0.798800 0.669464
0.788840 0.663795
0.778880 0.658298
0.768920 0.652983
0.758960 0.647856
0.749000 0.642928
0.739040 0.638207
0.729080 0.633703
0.719120 0.629426
0.709160 0.625389
0.699200 0.621602
0.689240 0.618078
0.679280 0.614831
0.669320 0.611874
0.659360 0.609222
0.649400 0.606891
0.639440 0.604896
0.629480 0.603254
0.619520 0.601982
0.609560 0.601098
0.599600 0.600618
0.589640 0.600560
0.579680 0.600941
0.569720 0.601775
0.559760 0.603078
0.549800 0.604861
0.539840 0.607133
0.529880 0.609900
0.519920 0.613165
0.509960 0.616923
0.500000 0.621166
0.490040 0.625879
0.480080 0.631042
0.470120 0.636628
0.460160 0.642605
0.450200 0.648937
0.440240 0.655583
0.430280 0.662501
0.420320 0.669650
0.410360 0.676988
0.400400 0.684477
0.390440 0.692083
0.380480 0.699777
0.370520 0.707533
0.360560 0.715331
0.350600 0.723159
0.340640 0.731003
0.330680 0.738858
0.320720 0.746719
0.310760 0.754582
0.300800 0.762447
0.290840 0.770313
0.280880 0.778178
0.270920 0.786044
0.260960 0.793910
0.251000 0.801776
0.241040 0.809642
0.231080 0.817507
0.221120 0.825373
0.211160 0.833239
0.201200 0.841105
0.191240 0.848971
0.181280 0.856836
0.171320 0.864702
0.161360 0.872568
0.151400 0.880434
0.141440 0.888299
0.131480 0.896165
0.121520 0.904031
0.111560 0.911897
0.101600 0.919763
0.091640 0.927628
0.081680 0.935494
0.071720 0.943360
0.061760 0.951226
0.051800 0.959092
0.041840 0.966957
0.031880 0.974823
0.021920 0.982689
0.011960 0.990555
0.002000 0.998421
nan nan
0.998000 1.148264
0.988040 1.136885
0.978080 1.125625
0.968120 1.114487
0.958160 1.103474
0.948200 1.092592
0.938240 1.081843
0.928280 1.071233
0.918320 1.060765
0.908360 1.050445
0.898400 1.040278
0.888440 1.030268
0.878480 1.020422
0.868520 1.010744
0.858560 1.001241
0.848600 0.991919
0.838640 0.982784
0.828680 0.973844
0.818720 0.965105
0.808760 0.956575
0.798800 0.948262
0.788840 0.940173
0.778880 0.932317
0.768920 0.924703
0.758960 0.917340
0.749000 0.910237
0.739040 0.903404
0.729080 0.896852
0.719120 0.890590
0.709160 0.884629
0.699200 0.878980
0.689240 0.873654
0.679280 0.868661
0.669320 0.864011
0.659360 0.859717
0.649400 0.855786
0.639440 0.852229
0.629480 0.849054
0.619520 0.846269
0.609560 0.843878
0.599600 0.841888
0.589640 0.840299
0.579680 0.839111
0.569720 0.838323
0.559760 0.837927
0.549800 0.837916
0.539840 0.838277
0.529880 0.838996
0.519920 0.840052
0.509960 0.841426
0.500000 0.843092
0.490040 0.845025
0.480080 0.847197
0.470120 0.849579
0.460160 0.852143
0.450200 0.854862
0.440240 0.857708
0.430280 0.860659
0.420320 0.863691
0.410360 0.866787
0.400400 0.869929
0.390440 0.873105
0.380480 0.876306
0.370520 0.879521
0.360560 0.882747
0.350600 0.885980
0.340640 0.889215
0.330680 0.892453
0.320720 0.895691
0.310760 0.898930
0.300800 0.902170
0.290840 0.905409
0.280880 0.908648
0.270920 0.911888
0.260960 0.915127
0.251000 0.918366
0.241040 0.921606
0.231080 0.924845
0.221120 0.928084
0.211160 0.931324
0.201200 0.934563
0.191240 0.937802
0.181280 0.941042
0.171320 0.944281
0.161360 0.947520
0.151400 0.950760
0.141440 0.953999
0.131480 0.957238
0.121520 0.960478
0.111560 0.963717
0.101600 0.966956
0.091640 0.970196
0.081680 0.973435
0.071720 0.976674
0.061760 0.979914
0.051800 0.983153
0.041840 0.986392
0.031880 0.989632
0.021920 0.992871
0.011960 0.996110
0.002000 0.999350
nan nan
0.998000 1.735788
0.988040 1.718587
0.978080 1.701565
0.968120 1.684728
0.958160 1.668080
0.948200 1.651628
0.938240 1.635377
0.928280 1.619334
0.918320 1.603505
0.908360 1.587895
0.898400 1.572513
0.888440 1.557363
0.878480 1.542454
0.868520 1.527791
0.858560 1.513383
0.848600 1.499235
0.838640 1.485356
0.828680 1.471751
0.818720 1.458429
0.808760 1.445397
0.798800 1.432662
0.788840 1.420229
0.778880 1.408108
0.768920 1.396302
0.758960 1.384820
0.749000 1.373666
0.739040 1.362845
0.729080 1.352363
0.719120 1.342222
0.709160 1.332426
0.699200 1.322977
0.689240 1.313874
0.679280 1.305119
0.669320 1.296708
0.659360 1.288638
0.649400 1.280905
0.639440 1.273502
0.629480 1.266419
0.619520 1.259648
0.609560 1.253177
0.599600 1.246991
0.589640 1.241076
0.579680 1.235415
0.569720 1.229991
0.559760 1.224784
0.549800 1.219777
0.539840 1.214949
0.529880 1.210281
0.519920 1.205754
0.509960 1.201349
0.500000 1.197048
0.490040 1.192835
0.480080 1.188695
0.470120 1.184614
0.460160 1.180581
0.450200 1.176584
0.440240 1.172615
0.430280 1.168668
0.420320 1.164736
0.410360 1.160814
0.400400 1.156900
0.390440 1.152990
0.380480 1.149084
0.370520 1.145179
0.360560 1.141275
0.350600 1.137372
0.340640 1.133469
0.330680 1.129567
0.320720 1.125664
0.310760 1.121762
0.300800 1.117859
0.290840 1.113957
0.280880 1.110054
0.270920 1.106152
0.260960 1.102249
0.251000 1.098347
0.241040 1.094444
0.231080 1.090542
0.221120 1.086639
0.211160 1.082737
0.201200 1.078834
0.191240 1.074931
0.181280 1.071029
0.171320 1.067126
0.161360 1.063224
0.151400 1.059321
0.141440 1.055419
0.131480 1.051516
0.121520 1.047614
0.111560 1.043711
0.101600 1.039809
0.091640 1.035906
0.081680 1.032004
0.071720 1.028101
0.061760 1.024199
0.051800 1.020296
0.041840 1.016394
0.031880 1.012491
0.021920 1.008589
0.011960 1.004686
0.002000 1.000784
